"ID";"Geslacht";"Arbeidsmarktpositie";"Peilmoment";"Studiekenmerken";"Persoonskenmerken";"Perioden";"HboTotaal_1";"HboVoltijd_2";"HboDeeltijd_3";"HboTotaal_4";"HboVoltijd_5";"HboDeeltijd_6";"HboTotaal_7";"HboTotaalVoltijd_8";"HboTotaalDeeltijd_9";"HboBachelorTotaal_10";"HboBachelorVoltijd_11";"HboBachelorDeeltijd_12";"HboMasterTotaal_13";"HboMasterVoltijd_14";"HboMasterDeeltijd_15";"HboAssociateDegreeTotaal_16";"HboAssociateDegreeVoltijd_17";"HboAssociateDegreeDeeltijd_18"
"190815";"1";"12";"01";"10";"09";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"190823";"1";"12";"01";"10";"10";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"190831";"1";"12";"01";"10";"11";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"190839";"1";"12";"01";"10";"12";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"190847";"1";"12";"01";"11";"00";"2013SJ00";"130";"110";"20";"90";"80";"10";"40";"30";;"40";"30";;"0";"0";"0";"0";"0";"0"
"190855";"1";"12";"01";"11";"01";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"190863";"1";"12";"01";"11";"02";"2013SJ00";"30";"30";;"30";"30";;;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"190871";"1";"12";"01";"11";"03";"2013SJ00";"60";"60";;"40";"40";;"20";"20";"0";"20";"20";"0";"0";"0";"0";"0";"0";"0"
"190879";"1";"12";"01";"11";"04";"2013SJ00";"20";"20";;;;"0";"10";"10";;"10";"10";;"0";"0";"0";"0";"0";"0"
"190887";"1";"12";"01";"11";"05";"2013SJ00";"10";;;;;;;;;;;;"0";"0";"0";"0";"0";"0"
"190895";"1";"12";"01";"11";"06";"2013SJ00";"10";;"10";;"0";;;;;;;;"0";"0";"0";"0";"0";"0"
"190903";"1";"12";"01";"11";"07";"2013SJ00";"90";"80";"10";"60";"50";;"30";"30";;"30";"30";;"0";"0";"0";"0";"0";"0"
"190911";"1";"12";"01";"11";"08";"2013SJ00";"30";"30";;"30";"20";;;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"190919";"1";"12";"01";"11";"09";"2013SJ00";;;;;;;;;;;;;"0";"0";"0";"0";"0";"0"
"190927";"1";"12";"01";"11";"10";"2013SJ00";"130";"110";"20";"90";"80";"10";"40";"30";;"40";"30";;"0";"0";"0";"0";"0";"0"
"190935";"1";"12";"01";"11";"11";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"190943";"1";"12";"01";"11";"12";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"190951";"1";"12";"01";"12";"00";"2013SJ00";"180";"160";"20";"130";"120";"10";"40";"40";;"40";"40";;"0";"0";"0";;"0";
"190959";"1";"12";"01";"12";"01";"2013SJ00";;;"0";;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"190967";"1";"12";"01";"12";"02";"2013SJ00";"80";"80";"0";"70";"70";"0";"10";"10";"0";"10";"10";"0";"0";"0";"0";"0";"0";"0"
"190975";"1";"12";"01";"12";"03";"2013SJ00";"50";"50";;"40";"30";;"20";"20";"0";"20";"20";"0";"0";"0";"0";"0";"0";"0"
"190983";"1";"12";"01";"12";"04";"2013SJ00";"20";"20";;"10";;;;;;;;;"0";"0";"0";"0";"0";"0"
"190991";"1";"12";"01";"12";"05";"2013SJ00";"20";;;;;;;;;;;;"0";"0";"0";"0";"0";"0"
"190999";"1";"12";"01";"12";"06";"2013SJ00";;"0";;;"0";;;"0";;"0";"0";"0";"0";"0";"0";;"0";
"191007";"1";"12";"01";"12";"07";"2013SJ00";"140";"130";"10";"100";"90";"10";"40";"30";;"30";"30";;"0";"0";"0";;"0";
"191015";"1";"12";"01";"12";"08";"2013SJ00";"20";"20";"0";"20";"20";"0";;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"191023";"1";"12";"01";"12";"09";"2013SJ00";"20";"10";;"10";"10";;;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"191031";"1";"12";"01";"12";"10";"2013SJ00";"180";"160";"20";"130";"120";"10";"40";"40";;"40";"40";;"0";"0";"0";;"0";
"191039";"1";"12";"01";"12";"11";"2013SJ00";;;"0";;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191047";"1";"12";"01";"12";"12";"2013SJ00";;;"0";;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191055";"1";"12";"01";"13";"00";"2013SJ00";"50";"40";"10";"40";"30";;"20";"10";;"20";"10";;"0";"0";"0";;"0";
"191063";"1";"12";"01";"13";"01";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191071";"1";"12";"01";"13";"02";"2013SJ00";"10";"10";"0";"10";"10";"0";;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"191079";"1";"12";"01";"13";"03";"2013SJ00";"20";"20";;"10";"10";;;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"191087";"1";"12";"01";"13";"04";"2013SJ00";;;"0";;;"0";;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"191095";"1";"12";"01";"13";"05";"2013SJ00";"10";;;;;;;;;;;;"0";"0";"0";"0";"0";"0"
"191103";"1";"12";"01";"13";"06";"2013SJ00";;"0";;;"0";;;"0";;;"0";;"0";"0";"0";;"0";
"191111";"1";"12";"01";"13";"07";"2013SJ00";"50";"40";"10";"40";"30";;"20";"10";;"10";"10";;"0";"0";"0";;"0";
"191119";"1";"12";"01";"13";"08";"2013SJ00";;;"0";;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191127";"1";"12";"01";"13";"09";"2013SJ00";;;"0";"0";"0";"0";;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"191135";"1";"12";"01";"13";"10";"2013SJ00";"50";"40";"10";"40";"30";;"20";"10";;"20";"10";;"0";"0";"0";;"0";
"191143";"1";"12";"01";"13";"11";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191151";"1";"12";"01";"13";"12";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191159";"1";"12";"01";"14";"00";"2013SJ00";"80";"60";"30";"70";"50";"20";"20";;"10";"20";;;;;;;"0";
"191167";"1";"12";"01";"14";"01";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191175";"1";"12";"01";"14";"02";"2013SJ00";"10";"10";"0";"10";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191183";"1";"12";"01";"14";"03";"2013SJ00";"30";"20";;"20";"20";;;;"0";;;"0";;;"0";"0";"0";"0"
"191191";"1";"12";"01";"14";"04";"2013SJ00";;;;;;;;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"191199";"1";"12";"01";"14";"05";"2013SJ00";"20";"10";;"10";;;;;;;;;"0";"0";"0";"0";"0";"0"
"191207";"1";"12";"01";"14";"06";"2013SJ00";"20";;"20";"10";;;;"0";;;"0";;;"0";;;"0";
"191215";"1";"12";"01";"14";"07";"2013SJ00";"70";"50";"20";"50";"40";"10";"10";;;"10";;;;"0";;;"0";
"191223";"1";"12";"01";"14";"08";"2013SJ00";"10";;;"10";;;;;;;;;"0";"0";"0";"0";"0";"0"
"191231";"1";"12";"01";"14";"09";"2013SJ00";;;;;;;;;"0";;;"0";;;"0";"0";"0";"0"
"191239";"1";"12";"01";"14";"10";"2013SJ00";"80";"60";"30";"70";"50";"20";"20";;"10";"20";;;;;;;"0";
"191247";"1";"12";"01";"14";"11";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191255";"1";"12";"01";"14";"12";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191263";"1";"12";"01";"15";"00";"2013SJ00";"30";"20";"10";;;;"30";"20";"10";"20";"20";;;"0";;;"0";
"191271";"1";"12";"01";"15";"01";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191279";"1";"12";"01";"15";"02";"2013SJ00";;;"0";;;;;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"191287";"1";"12";"01";"15";"03";"2013SJ00";;;"0";;;;;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"191295";"1";"12";"01";"15";"04";"2013SJ00";;;"0";;;;;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"191303";"1";"12";"01";"15";"05";"2013SJ00";;;;;;;;;;;;;"0";"0";"0";"0";"0";"0"
"191311";"1";"12";"01";"15";"06";"2013SJ00";"10";"0";"10";;;;"10";"0";"10";;"0";;;"0";;;"0";
"191319";"1";"12";"01";"15";"07";"2013SJ00";"30";"20";"10";;;;"30";"20";"10";"20";"20";;;"0";;;"0";
"191327";"1";"12";"01";"15";"08";"2013SJ00";;;"0";;;;;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"191335";"1";"12";"01";"15";"09";"2013SJ00";;;"0";;;;;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"191343";"1";"12";"01";"15";"10";"2013SJ00";"30";"20";"10";;;;"30";"20";"10";"20";"20";;;"0";;;"0";
"191351";"1";"12";"01";"15";"11";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191359";"1";"12";"01";"15";"12";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191367";"1";"12";"01";"16";"00";"2013SJ00";"70";"50";"10";;;;"70";"50";"10";"70";"50";"10";"0";"0";"0";"0";"0";"0"
"191375";"1";"12";"01";"16";"01";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191383";"1";"12";"01";"16";"02";"2013SJ00";;;"0";;;;;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"191391";"1";"12";"01";"16";"03";"2013SJ00";"30";"30";"0";;;;"30";"30";"0";"30";"30";"0";"0";"0";"0";"0";"0";"0"
"191399";"1";"12";"01";"16";"04";"2013SJ00";"10";"10";;;;;"10";"10";;"10";"10";;"0";"0";"0";"0";"0";"0"
"191407";"1";"12";"01";"16";"05";"2013SJ00";;;;;;;;;;;;;"0";"0";"0";"0";"0";"0"
"191415";"1";"12";"01";"16";"06";"2013SJ00";"10";;;;;;"10";;;"10";;;"0";"0";"0";"0";"0";"0"
"191423";"1";"12";"01";"16";"07";"2013SJ00";"50";"40";"10";;;;"50";"40";"10";"50";"40";"10";"0";"0";"0";"0";"0";"0"
"191431";"1";"12";"01";"16";"08";"2013SJ00";"10";;;;;;"10";;;"10";;;"0";"0";"0";"0";"0";"0"
"191439";"1";"12";"01";"16";"09";"2013SJ00";;"0";;;;;;"0";;;"0";;"0";"0";"0";"0";"0";"0"
"191447";"1";"12";"01";"16";"10";"2013SJ00";"70";"50";"10";;;;"70";"50";"10";"70";"50";"10";"0";"0";"0";"0";"0";"0"
"191455";"1";"12";"01";"16";"11";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191463";"1";"12";"01";"16";"12";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191471";"1";"12";"01";"17";"00";"2013SJ00";"30";"20";;;;;"30";"20";;"20";"20";;;;"0";"0";"0";"0"
"191479";"1";"12";"01";"17";"01";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191487";"1";"12";"01";"17";"02";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191495";"1";"12";"01";"17";"03";"2013SJ00";;;"0";;;;;;"0";;;"0";;;"0";"0";"0";"0"
"191503";"1";"12";"01";"17";"04";"2013SJ00";;;;;;;;;;;;;"0";"0";"0";"0";"0";"0"
"191511";"1";"12";"01";"17";"05";"2013SJ00";"10";;;;;;"10";;;"10";;;"0";"0";"0";"0";"0";"0"
"191519";"1";"12";"01";"17";"06";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191527";"1";"12";"01";"17";"07";"2013SJ00";"20";"10";;;;;"20";"10";;"20";"10";;"0";"0";"0";"0";"0";"0"
"191535";"1";"12";"01";"17";"08";"2013SJ00";;;;;;;;;;;;;"0";"0";"0";"0";"0";"0"
"191543";"1";"12";"01";"17";"09";"2013SJ00";;;"0";;;;;;"0";;;"0";;;"0";"0";"0";"0"
"191551";"1";"12";"01";"17";"10";"2013SJ00";"30";"20";;;;;"30";"20";;"20";"20";;;;"0";"0";"0";"0"
"191559";"1";"12";"01";"17";"11";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191567";"1";"12";"01";"17";"12";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191575";"1";"12";"01";"18";"00";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191583";"1";"12";"01";"18";"01";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191591";"1";"12";"01";"18";"02";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191599";"1";"12";"01";"18";"03";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191607";"1";"12";"01";"18";"04";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191615";"1";"12";"01";"18";"05";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191623";"1";"12";"01";"18";"06";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191631";"1";"12";"01";"18";"07";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191639";"1";"12";"01";"18";"08";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191647";"1";"12";"01";"18";"09";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191655";"1";"12";"01";"18";"10";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191663";"1";"12";"01";"18";"11";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191671";"1";"12";"01";"18";"12";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"191679";"1";"12";"02";"00";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"191687";"1";"12";"02";"00";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"191695";"1";"12";"02";"00";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"191703";"1";"12";"02";"00";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"191711";"1";"12";"02";"00";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"191719";"1";"12";"02";"00";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"191727";"1";"12";"02";"00";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"191735";"1";"12";"02";"00";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"191743";"1";"12";"02";"00";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"191751";"1";"12";"02";"00";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"191759";"1";"12";"02";"00";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"191767";"1";"12";"02";"00";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"191775";"1";"12";"02";"00";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"191783";"1";"12";"02";"01";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"191791";"1";"12";"02";"01";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"191799";"1";"12";"02";"01";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"191807";"1";"12";"02";"01";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"191815";"1";"12";"02";"01";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"191823";"1";"12";"02";"01";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"191831";"1";"12";"02";"01";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"191839";"1";"12";"02";"01";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"191847";"1";"12";"02";"01";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"191855";"1";"12";"02";"01";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"191863";"1";"12";"02";"01";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"191871";"1";"12";"02";"01";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"191879";"1";"12";"02";"01";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"191887";"1";"12";"02";"02";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"191895";"1";"12";"02";"02";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"191903";"1";"12";"02";"02";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"191911";"1";"12";"02";"02";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"191919";"1";"12";"02";"02";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"191927";"1";"12";"02";"02";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"191935";"1";"12";"02";"02";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"191943";"1";"12";"02";"02";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"191951";"1";"12";"02";"02";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"191959";"1";"12";"02";"02";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"191967";"1";"12";"02";"02";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"191975";"1";"12";"02";"02";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"191983";"1";"12";"02";"02";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"191991";"1";"12";"02";"03";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"191999";"1";"12";"02";"03";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"192007";"1";"12";"02";"03";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"192015";"1";"12";"02";"03";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"192023";"1";"12";"02";"03";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"192031";"1";"12";"02";"03";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"192039";"1";"12";"02";"03";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"192047";"1";"12";"02";"03";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"192055";"1";"12";"02";"03";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"192063";"1";"12";"02";"03";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"192071";"1";"12";"02";"03";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"192079";"1";"12";"02";"03";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"192087";"1";"12";"02";"03";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"192095";"1";"12";"02";"04";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"192103";"1";"12";"02";"04";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"192111";"1";"12";"02";"04";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"192119";"1";"12";"02";"04";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"192127";"1";"12";"02";"04";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"192135";"1";"12";"02";"04";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"192143";"1";"12";"02";"04";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"192151";"1";"12";"02";"04";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"192159";"1";"12";"02";"04";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"192167";"1";"12";"02";"04";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"192175";"1";"12";"02";"04";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"192183";"1";"12";"02";"04";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"192191";"1";"12";"02";"04";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"192199";"1";"12";"02";"05";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"192207";"1";"12";"02";"05";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"192215";"1";"12";"02";"05";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"192223";"1";"12";"02";"05";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"192231";"1";"12";"02";"05";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"192239";"1";"12";"02";"05";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"192247";"1";"12";"02";"05";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"192255";"1";"12";"02";"05";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"192263";"1";"12";"02";"05";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"192271";"1";"12";"02";"05";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"192279";"1";"12";"02";"05";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"192287";"1";"12";"02";"05";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"192295";"1";"12";"02";"05";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"192303";"1";"12";"02";"06";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"192311";"1";"12";"02";"06";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"192319";"1";"12";"02";"06";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"192327";"1";"12";"02";"06";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"192335";"1";"12";"02";"06";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"192343";"1";"12";"02";"06";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"192351";"1";"12";"02";"06";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"192359";"1";"12";"02";"06";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"192367";"1";"12";"02";"06";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"192375";"1";"12";"02";"06";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"192383";"1";"12";"02";"06";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"192391";"1";"12";"02";"06";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"192399";"1";"12";"02";"06";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"192407";"1";"12";"02";"07";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"192415";"1";"12";"02";"07";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"192423";"1";"12";"02";"07";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"192431";"1";"12";"02";"07";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"192439";"1";"12";"02";"07";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"192447";"1";"12";"02";"07";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"192455";"1";"12";"02";"07";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"192463";"1";"12";"02";"07";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"192471";"1";"12";"02";"07";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"192479";"1";"12";"02";"07";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"192487";"1";"12";"02";"07";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"192495";"1";"12";"02";"07";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"192503";"1";"12";"02";"07";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"192511";"1";"12";"02";"08";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"192519";"1";"12";"02";"08";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"192527";"1";"12";"02";"08";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"192535";"1";"12";"02";"08";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"192543";"1";"12";"02";"08";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"192551";"1";"12";"02";"08";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"192559";"1";"12";"02";"08";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"192567";"1";"12";"02";"08";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"192575";"1";"12";"02";"08";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"192583";"1";"12";"02";"08";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"192591";"1";"12";"02";"08";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"192599";"1";"12";"02";"08";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"192607";"1";"12";"02";"08";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"192615";"1";"12";"02";"09";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"192623";"1";"12";"02";"09";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"192631";"1";"12";"02";"09";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"192639";"1";"12";"02";"09";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"192647";"1";"12";"02";"09";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"192655";"1";"12";"02";"09";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"192663";"1";"12";"02";"09";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"192671";"1";"12";"02";"09";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"192679";"1";"12";"02";"09";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"192687";"1";"12";"02";"09";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"192695";"1";"12";"02";"09";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"192703";"1";"12";"02";"09";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"192711";"1";"12";"02";"09";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"192719";"1";"12";"02";"10";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"192727";"1";"12";"02";"10";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"192735";"1";"12";"02";"10";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
