"ID";"Geslacht";"Arbeidsmarktpositie";"Peilmoment";"Studiekenmerken";"Persoonskenmerken";"Perioden";"HboTotaal_1";"HboVoltijd_2";"HboDeeltijd_3";"HboTotaal_4";"HboVoltijd_5";"HboDeeltijd_6";"HboTotaal_7";"HboTotaalVoltijd_8";"HboTotaalDeeltijd_9";"HboBachelorTotaal_10";"HboBachelorVoltijd_11";"HboBachelorDeeltijd_12";"HboMasterTotaal_13";"HboMasterVoltijd_14";"HboMasterDeeltijd_15";"HboAssociateDegreeTotaal_16";"HboAssociateDegreeVoltijd_17";"HboAssociateDegreeDeeltijd_18"
"192743";"1";"12";"02";"10";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"192751";"1";"12";"02";"10";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"192759";"1";"12";"02";"10";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"192767";"1";"12";"02";"10";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"192775";"1";"12";"02";"10";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"192783";"1";"12";"02";"10";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"192791";"1";"12";"02";"10";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"192799";"1";"12";"02";"10";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"192807";"1";"12";"02";"10";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"192815";"1";"12";"02";"10";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"192823";"1";"12";"02";"11";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"192831";"1";"12";"02";"11";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"192839";"1";"12";"02";"11";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"192847";"1";"12";"02";"11";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"192855";"1";"12";"02";"11";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"192863";"1";"12";"02";"11";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"192871";"1";"12";"02";"11";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"192879";"1";"12";"02";"11";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"192887";"1";"12";"02";"11";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"192895";"1";"12";"02";"11";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"192903";"1";"12";"02";"11";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"192911";"1";"12";"02";"11";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"192919";"1";"12";"02";"11";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"192927";"1";"12";"02";"12";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"192935";"1";"12";"02";"12";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"192943";"1";"12";"02";"12";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"192951";"1";"12";"02";"12";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"192959";"1";"12";"02";"12";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"192967";"1";"12";"02";"12";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"192975";"1";"12";"02";"12";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"192983";"1";"12";"02";"12";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"192991";"1";"12";"02";"12";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"192999";"1";"12";"02";"12";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"193007";"1";"12";"02";"12";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"193015";"1";"12";"02";"12";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"193023";"1";"12";"02";"12";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"193031";"1";"12";"02";"13";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"193039";"1";"12";"02";"13";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"193047";"1";"12";"02";"13";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"193055";"1";"12";"02";"13";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"193063";"1";"12";"02";"13";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"193071";"1";"12";"02";"13";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"193079";"1";"12";"02";"13";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"193087";"1";"12";"02";"13";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"193095";"1";"12";"02";"13";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"193103";"1";"12";"02";"13";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"193111";"1";"12";"02";"13";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"193119";"1";"12";"02";"13";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"193127";"1";"12";"02";"13";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"193135";"1";"12";"02";"14";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"193143";"1";"12";"02";"14";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"193151";"1";"12";"02";"14";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"193159";"1";"12";"02";"14";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"193167";"1";"12";"02";"14";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"193175";"1";"12";"02";"14";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"193183";"1";"12";"02";"14";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"193191";"1";"12";"02";"14";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"193199";"1";"12";"02";"14";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"193207";"1";"12";"02";"14";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"193215";"1";"12";"02";"14";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"193223";"1";"12";"02";"14";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"193231";"1";"12";"02";"14";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"193239";"1";"12";"02";"15";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"193247";"1";"12";"02";"15";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"193255";"1";"12";"02";"15";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"193263";"1";"12";"02";"15";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"193271";"1";"12";"02";"15";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"193279";"1";"12";"02";"15";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"193287";"1";"12";"02";"15";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"193295";"1";"12";"02";"15";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"193303";"1";"12";"02";"15";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"193311";"1";"12";"02";"15";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"193319";"1";"12";"02";"15";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"193327";"1";"12";"02";"15";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"193335";"1";"12";"02";"15";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"193343";"1";"12";"02";"16";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"193351";"1";"12";"02";"16";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"193359";"1";"12";"02";"16";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"193367";"1";"12";"02";"16";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"193375";"1";"12";"02";"16";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"193383";"1";"12";"02";"16";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"193391";"1";"12";"02";"16";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"193399";"1";"12";"02";"16";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"193407";"1";"12";"02";"16";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"193415";"1";"12";"02";"16";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"193423";"1";"12";"02";"16";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"193431";"1";"12";"02";"16";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"193439";"1";"12";"02";"16";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"193447";"1";"12";"02";"17";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"193455";"1";"12";"02";"17";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"193463";"1";"12";"02";"17";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"193471";"1";"12";"02";"17";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"193479";"1";"12";"02";"17";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"193487";"1";"12";"02";"17";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"193495";"1";"12";"02";"17";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"193503";"1";"12";"02";"17";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"193511";"1";"12";"02";"17";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"193519";"1";"12";"02";"17";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"193527";"1";"12";"02";"17";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"193535";"1";"12";"02";"17";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"193543";"1";"12";"02";"17";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"193551";"1";"12";"02";"18";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"193559";"1";"12";"02";"18";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"193567";"1";"12";"02";"18";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"193575";"1";"12";"02";"18";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"193583";"1";"12";"02";"18";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"193591";"1";"12";"02";"18";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"193599";"1";"12";"02";"18";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"193607";"1";"12";"02";"18";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"193615";"1";"12";"02";"18";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"193623";"1";"12";"02";"18";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"193631";"1";"12";"02";"18";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"193639";"1";"12";"02";"18";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"193647";"1";"12";"02";"18";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"193655";"1";"12";"03";"00";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"193663";"1";"12";"03";"00";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"193671";"1";"12";"03";"00";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"193679";"1";"12";"03";"00";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"193687";"1";"12";"03";"00";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"193695";"1";"12";"03";"00";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"193703";"1";"12";"03";"00";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"193711";"1";"12";"03";"00";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"193719";"1";"12";"03";"00";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"193727";"1";"12";"03";"00";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"193735";"1";"12";"03";"00";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"193743";"1";"12";"03";"00";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"193751";"1";"12";"03";"00";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"193759";"1";"12";"03";"01";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"193767";"1";"12";"03";"01";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"193775";"1";"12";"03";"01";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"193783";"1";"12";"03";"01";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"193791";"1";"12";"03";"01";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"193799";"1";"12";"03";"01";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"193807";"1";"12";"03";"01";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"193815";"1";"12";"03";"01";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"193823";"1";"12";"03";"01";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"193831";"1";"12";"03";"01";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"193839";"1";"12";"03";"01";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"193847";"1";"12";"03";"01";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"193855";"1";"12";"03";"01";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"193863";"1";"12";"03";"02";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"193871";"1";"12";"03";"02";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"193879";"1";"12";"03";"02";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"193887";"1";"12";"03";"02";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"193895";"1";"12";"03";"02";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"193903";"1";"12";"03";"02";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"193911";"1";"12";"03";"02";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"193919";"1";"12";"03";"02";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"193927";"1";"12";"03";"02";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"193935";"1";"12";"03";"02";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"193943";"1";"12";"03";"02";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"193951";"1";"12";"03";"02";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"193959";"1";"12";"03";"02";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"193967";"1";"12";"03";"03";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"193975";"1";"12";"03";"03";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"193983";"1";"12";"03";"03";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"193991";"1";"12";"03";"03";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"193999";"1";"12";"03";"03";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"194007";"1";"12";"03";"03";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"194015";"1";"12";"03";"03";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"194023";"1";"12";"03";"03";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"194031";"1";"12";"03";"03";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"194039";"1";"12";"03";"03";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"194047";"1";"12";"03";"03";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"194055";"1";"12";"03";"03";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"194063";"1";"12";"03";"03";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"194071";"1";"12";"03";"04";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"194079";"1";"12";"03";"04";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"194087";"1";"12";"03";"04";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"194095";"1";"12";"03";"04";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"194103";"1";"12";"03";"04";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"194111";"1";"12";"03";"04";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"194119";"1";"12";"03";"04";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"194127";"1";"12";"03";"04";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"194135";"1";"12";"03";"04";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"194143";"1";"12";"03";"04";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"194151";"1";"12";"03";"04";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"194159";"1";"12";"03";"04";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"194167";"1";"12";"03";"04";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"194175";"1";"12";"03";"05";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"194183";"1";"12";"03";"05";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"194191";"1";"12";"03";"05";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"194199";"1";"12";"03";"05";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"194207";"1";"12";"03";"05";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"194215";"1";"12";"03";"05";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"194223";"1";"12";"03";"05";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"194231";"1";"12";"03";"05";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"194239";"1";"12";"03";"05";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"194247";"1";"12";"03";"05";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"194255";"1";"12";"03";"05";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"194263";"1";"12";"03";"05";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"194271";"1";"12";"03";"05";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"194279";"1";"12";"03";"06";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"194287";"1";"12";"03";"06";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"194295";"1";"12";"03";"06";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"194303";"1";"12";"03";"06";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"194311";"1";"12";"03";"06";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"194319";"1";"12";"03";"06";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"194327";"1";"12";"03";"06";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"194335";"1";"12";"03";"06";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"194343";"1";"12";"03";"06";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"194351";"1";"12";"03";"06";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"194359";"1";"12";"03";"06";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"194367";"1";"12";"03";"06";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"194375";"1";"12";"03";"06";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"194383";"1";"12";"03";"07";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"194391";"1";"12";"03";"07";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"194399";"1";"12";"03";"07";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"194407";"1";"12";"03";"07";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"194415";"1";"12";"03";"07";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"194423";"1";"12";"03";"07";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"194431";"1";"12";"03";"07";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"194439";"1";"12";"03";"07";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"194447";"1";"12";"03";"07";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"194455";"1";"12";"03";"07";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"194463";"1";"12";"03";"07";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"194471";"1";"12";"03";"07";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"194479";"1";"12";"03";"07";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"194487";"1";"12";"03";"08";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"194495";"1";"12";"03";"08";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"194503";"1";"12";"03";"08";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"194511";"1";"12";"03";"08";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"194519";"1";"12";"03";"08";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"194527";"1";"12";"03";"08";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"194535";"1";"12";"03";"08";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"194543";"1";"12";"03";"08";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"194551";"1";"12";"03";"08";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"194559";"1";"12";"03";"08";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"194567";"1";"12";"03";"08";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"194575";"1";"12";"03";"08";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"194583";"1";"12";"03";"08";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"194591";"1";"12";"03";"09";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"194599";"1";"12";"03";"09";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"194607";"1";"12";"03";"09";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"194615";"1";"12";"03";"09";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"194623";"1";"12";"03";"09";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"194631";"1";"12";"03";"09";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"194639";"1";"12";"03";"09";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"194647";"1";"12";"03";"09";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"194655";"1";"12";"03";"09";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"194663";"1";"12";"03";"09";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"194671";"1";"12";"03";"09";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"194679";"1";"12";"03";"09";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"194687";"1";"12";"03";"09";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"194695";"1";"12";"03";"10";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"194703";"1";"12";"03";"10";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"194711";"1";"12";"03";"10";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"194719";"1";"12";"03";"10";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"194727";"1";"12";"03";"10";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"194735";"1";"12";"03";"10";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"194743";"1";"12";"03";"10";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"194751";"1";"12";"03";"10";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"194759";"1";"12";"03";"10";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"194767";"1";"12";"03";"10";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"194775";"1";"12";"03";"10";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"194783";"1";"12";"03";"10";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"194791";"1";"12";"03";"10";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"194799";"1";"12";"03";"11";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"194807";"1";"12";"03";"11";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"194815";"1";"12";"03";"11";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"194823";"1";"12";"03";"11";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"194831";"1";"12";"03";"11";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"194839";"1";"12";"03";"11";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"194847";"1";"12";"03";"11";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"194855";"1";"12";"03";"11";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"194863";"1";"12";"03";"11";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"194871";"1";"12";"03";"11";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"194879";"1";"12";"03";"11";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"194887";"1";"12";"03";"11";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"194895";"1";"12";"03";"11";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"194903";"1";"12";"03";"12";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"194911";"1";"12";"03";"12";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"194919";"1";"12";"03";"12";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"194927";"1";"12";"03";"12";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"194935";"1";"12";"03";"12";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"194943";"1";"12";"03";"12";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"194951";"1";"12";"03";"12";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"194959";"1";"12";"03";"12";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"194967";"1";"12";"03";"12";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"194975";"1";"12";"03";"12";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"194983";"1";"12";"03";"12";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"194991";"1";"12";"03";"12";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"194999";"1";"12";"03";"12";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"195007";"1";"12";"03";"13";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"195015";"1";"12";"03";"13";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"195023";"1";"12";"03";"13";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"195031";"1";"12";"03";"13";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"195039";"1";"12";"03";"13";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"195047";"1";"12";"03";"13";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"195055";"1";"12";"03";"13";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"195063";"1";"12";"03";"13";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"195071";"1";"12";"03";"13";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"195079";"1";"12";"03";"13";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"195087";"1";"12";"03";"13";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"195095";"1";"12";"03";"13";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"195103";"1";"12";"03";"13";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"195111";"1";"12";"03";"14";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"195119";"1";"12";"03";"14";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"195127";"1";"12";"03";"14";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"195135";"1";"12";"03";"14";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"195143";"1";"12";"03";"14";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"195151";"1";"12";"03";"14";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"195159";"1";"12";"03";"14";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"195167";"1";"12";"03";"14";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
